,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
482,2020-12-11,MN,27,371027,4351,7490,7483,7498,75.91,75.69,76.13,9868,9860,9876,1621,1620,1622,16.43,16.35,16.5,9868,9860,9876,786,785,787,80.29,80.03,80.54,979,979,979
483,2020-12-11,MS,28,175282,4124,5339,5315,5363,66.7,65.45,67.96,8004,7954,8054,1236,1224,1248,15.44,14.54,16.35,8004,7954,8054,730,723,738,83.68,80.83,86.52,873,863,883
484,2020-12-11,MO,29,355147,4704,11551,11551,11551,77.28,77.28,77.28,14946,14946,14946,2586,2586,2587,17.31,17.31,17.31,14946,14946,14946,1547,1547,1547,85.14,85.14,85.14,1817,1817,1817
485,2020-12-11,MT,30,71931,805,1985,1985,1985,69.5,69.5,69.5,2856,2856,2856,376,376,376,13.17,13.17,13.17,2856,2856,2856,161,161,161,73.18,73.18,73.18,220,220,220
486,2020-12-11,NE,31,147727,1377,3314,3313,3316,69.52,69.52,69.52,4768,4768,4768,777,777,777,16.57,16.57,16.57,4768,4768,4768,408,408,408,71.33,71.33,71.33,572,572,572
487,2020-12-11,NV,32,181922,2488,6022,6021,6023,81.09,81.09,81.09,7426,7426,7426,1859,1859,1859,25.63,25.63,25.63,7426,7426,7426,775,775,775,85.54,85.54,85.54,906,906,906
488,2020-12-11,NH,33,29460,590,2059,2059,2059,74.52,74.52,74.52,2763,2763,2763,278,278,279,10.08,10.08,10.08,2763,2763,2763,194,194,194,67.36,67.36,67.36,288,288,288
489,2020-12-11,NJ,34,392124,17662,15110,15110,15110,76.25,76.25,76.25,19817,19817,19817,3663,3663,3663,18.48,18.48,18.48,19817,19817,19817,1640,1640,1640,67.71,67.71,67.71,2422,2422,2422
490,2020-12-11,NM,35,116565,1889,2878,2867,2888,75.39,75.39,75.39,3817,3817,3817,899,899,899,23.55,23.55,23.55,3817,3817,3817,404,404,404,99.02,99.02,99.02,408,408,408
491,2020-12-11,NY,36,759765,34983,35246,35246,35246,75.36,75.36,75.36,46770,46770,46770,6208,6208,6208,13.27,13.27,13.27,46770,46770,46770,3677,3677,3677,63.73,63.73,63.73,5770,5770,5770
492,2020-12-11,NC,37,424991,5791,16652,16652,16652,77.35,77.35,77.35,21528,21528,21528,2730,2598,2861,13.22,13.22,13.22,21528,21528,21528,2059,2059,2059,82.29,82.29,82.29,2502,2502,2502
493,2020-12-11,ND,38,87220,1136,1483,1482,1484,71.75,71.44,72.05,2067,2063,2071,336,336,336,16.26,16.11,16.4,2067,2063,2071,121,121,121,58.45,58.45,58.45,207,207,207
494,2020-12-11,OH,39,542209,7426,21020,21019,21022,70.02,70.02,70.02,30022,30022,30022,5472,5442,5502,18.26,18.26,18.26,30022,30022,30022,3230,3230,3230,78.53,78.53,78.53,4113,4113,4113
495,2020-12-11,OK,40,229353,2007,6903,6903,6903,72.93,72.93,72.93,9465,9465,9465,1634,1634,1634,17.52,17.52,17.52,9465,9465,9465,983,983,983,89.44,89.44,89.44,1099,1099,1099
496,2020-12-11,OR,41,91434,1147,4835,4835,4835,75.21,75.21,75.21,6429,6429,6429,690,690,690,10.73,10.73,10.73,6429,6429,6429,545,545,545,70.32,70.32,70.32,775,775,775
497,2020-12-11,PA,42,475844,12298,25379,25375,25382,78.74,78.49,78.98,32232,32187,32277,6820,6820,6820,21.39,21.26,21.52,32232,32187,32277,3349,3349,3350,82.5,82.42,82.58,4060,4059,4062
498,2020-12-11,RI,44,70818,1509,2073,1863,2283,88.78,63.0,114.56,2335,2121,2549,513,513,513,21.97,21.97,21.97,2335,2121,2549,140,140,140,85.37,85.37,85.37,164,164,164
499,2020-12-11,SC,45,245226,4673,8048,8048,8048,82.52,82.52,82.52,9753,9753,9753,1186,1186,1186,12.16,12.16,12.16,9753,9753,9753,1031,1031,1031,80.67,80.67,80.67,1278,1278,1278
500,2020-12-11,SD,46,89672,1210,1438,1438,1438,60.91,60.91,60.91,2361,2361,2361,420,420,420,17.79,17.79,17.79,2361,2361,2361,168,168,168,68.85,68.85,68.85,244,244,244
501,2020-12-11,TN,47,425954,5271,12758,12758,12758,77.22,77.22,77.22,16521,16521,16521,2790,2790,2790,17.39,17.39,17.39,16521,16521,16521,1953,1952,1954,89.06,89.06,89.06,2193,2193,2193
502,2020-12-11,TX,48,1461943,24208,49840,49614,50066,77.09,76.2,77.99,64666,64507,64824,9668,9668,9669,14.99,14.8,15.18,64666,64507,64824,6610,6594,6626,90.94,90.45,91.43,7268,7263,7274
503,2020-12-11,UT,49,228146,1027,3134,3134,3134,60.1,60.1,60.1,5215,5215,5215,554,553,554,10.61,10.61,10.61,5215,5215,5215,517,517,517,80.53,80.53,80.53,642,642,642
504,2020-12-11,VT,50,5541,93,697,697,697,59.42,59.42,59.42,1173,1173,1173,26,26,26,2.22,2.22,2.22,1173,1173,1173,62,62,62,60.78,60.78,60.78,102,102,102
505,2020-12-11,VA,51,274438,4370,11962,11962,11962,69.95,69.95,69.95,17102,17102,17102,1999,1999,1999,11.69,11.69,11.69,17102,17102,17102,1431,1431,1431,71.91,71.91,71.91,1990,1990,1990
506,2020-12-11,WA,53,204484,3097,8473,8473,8473,67.71,67.71,67.71,12513,12513,12513,1120,1120,1121,8.95,8.95,8.95,12513,12513,12513,939,939,939,71.79,71.79,71.79,1308,1308,1308
507,2020-12-11,WV,54,60637,938,3918,3918,3918,78.11,78.11,78.11,5016,5016,5016,728,728,728,14.51,14.51,14.51,5016,5016,5016,507,507,507,83.11,83.11,83.11,610,610,610
508,2020-12-11,WI,55,461367,4272,8235,8235,8235,66.7,66.7,66.7,12346,12346,12346,1669,1667,1671,13.82,13.82,13.82,12346,12346,12346,1046,1045,1048,64.92,64.92,64.92,1612,1612,1612
509,2020-12-11,WY,56,38785,321,694,692,697,48.87,47.98,49.77,1421,1413,1429,190,189,191,13.48,13.01,13.94,1421,1413,1429,57,57,57,44.88,44.82,44.95,127,127,127
510,2020-12-12,AL,1,292841,4102,10570,10539,10600,75.2,74.4,76.0,14055,14004,14106,2266,2255,2277,16.12,15.64,16.61,14055,14004,14106,1280,1275,1284,89.92,88.98,90.85,1423,1418,1428
511,2020-12-12,AK,2,40293,169,854,854,854,59.76,59.76,59.76,1429,1428,1430,129,129,129,9.03,9.03,9.03,1429,1428,1430,93,93,93,72.66,72.66,72.66,128,128,128
512,2020-12-12,AZ,4,405656,7340,10810,10810,10810,77.49,77.49,77.49,13950,13950,13950,3604,3601,3608,25.88,25.88,25.88,13950,13950,13950,1540,1540,1540,73.33,73.33,73.33,2100,2100,2100
513,2020-12-12,AR,5,184252,2911,5520,5520,5520,72.41,72.41,72.41,7623,7623,7623,1123,1123,1123,14.73,14.73,14.73,7623,7623,7623,811,811,811,80.46,80.46,80.46,1008,1008,1008
514,2020-12-12,CA,6,1554863,20958,47936,47905,47967,76.5,76.34,76.67,62660,62615,62704,13850,13837,13864,22.1,21.99,22.22,62660,62615,62704,6334,6314,6354,84.75,84.11,85.4,7474,7463,7484
515,2020-12-12,CO,8,287364,3916,6840,6838,6843,66.98,66.98,66.98,10212,10212,10212,1643,1641,1645,16.09,16.09,16.09,10212,10212,10212,1022,1022,1022,68.18,68.18,68.18,1499,1499,1499
516,2020-12-12,CT,9,146761,5363,6072,6072,6072,74.59,74.59,74.59,8141,8141,8141,1378,1378,1378,16.93,16.93,16.93,8141,8141,8141,655,655,655,58.85,58.85,58.85,1113,1113,1113
517,2020-12-12,DE,10,44876,815,1777,1777,1777,69.77,69.77,69.77,2547,2547,2547,408,408,408,16.02,16.02,16.02,2547,2547,2547,153,153,153,85.0,85.0,85.0,180,180,180
518,2020-12-12,DC,11,24643,713,2400,2400,2400,82.33,82.33,82.33,2915,2915,2915,281,281,281,9.64,9.64,9.64,2915,2915,2915,281,281,281,81.92,81.92,81.92,343,343,343
519,2020-12-12,FL,12,1116965,19784,40102,40102,40102,77.68,77.68,77.68,51623,51623,51623,5147,5147,5147,10.15,10.15,10.15,51623,51623,51623,5063,5063,5063,80.7,80.7,80.7,6274,6274,6274
520,2020-12-12,GA,13,518973,9779,15364,15364,15364,80.8,80.8,80.8,19016,19016,19016,3161,3161,3161,16.62,16.62,16.62,19016,19016,19016,2297,2296,2298,87.37,87.37,87.37,2629,2629,2629
521,2020-12-12,HI,15,19225,269,1698,1692,1705,68.59,67.24,69.95,2476,2458,2494,79,76,81,3.18,1.95,4.4,2476,2458,2494,150,150,151,65.94,64.54,67.34,228,226,230
522,2020-12-12,ID,16,120703,1173,1819,1819,1819,58.56,58.56,58.56,3106,3106,3106,452,452,452,14.55,14.55,14.55,3106,3106,3106,211,211,211,72.76,72.76,72.76,290,290,290
523,2020-12-12,IL,17,843328,15232,19958,19852,20063,68.29,67.29,69.29,29225,29138,29312,5129,5108,5150,17.55,17.13,17.97,29225,29138,29312,2511,2504,2518,67.79,67.21,68.38,3704,3695,3713
524,2020-12-12,IN,18,422368,6758,11268,11268,11268,68.52,68.52,68.52,16445,16445,16445,3083,3083,3083,18.75,18.75,18.75,16445,16445,16445,1679,1679,1679,77.55,77.55,77.55,2165,2165,2165
525,2020-12-12,IA,19,255009,3208,4785,4785,4785,59.93,59.93,59.93,7984,7984,7984,758,756,760,9.62,9.62,9.62,7984,7984,7984,488,488,488,70.83,70.83,70.83,689,688,690
526,2020-12-12,KS,20,188610,2072,4725,4725,4725,60.55,60.55,60.55,7804,7804,7804,1163,1161,1165,14.9,14.9,14.9,7804,7804,7804,666,666,666,81.62,81.62,81.62,816,816,816
527,2020-12-12,KY,21,224155,2446,7213,7201,7225,59.81,59.81,59.81,12059,12059,12059,1734,1734,1734,14.38,14.38,14.38,12059,12059,12059,1193,1193,1193,72.39,72.39,72.39,1648,1648,1648
528,2020-12-12,LA,22,264191,6767,8799,8799,8799,69.63,69.63,69.63,12636,12636,12636,1346,1346,1347,10.85,10.85,10.85,12636,12636,12636,1332,1332,1332,75.25,75.25,75.25,1770,1770,1770
529,2020-12-12,ME,23,15620,257,1885,1885,1885,65.61,65.61,65.61,2873,2873,2873,216,216,216,7.52,7.52,7.52,2873,2873,2873,229,229,229,71.79,71.79,71.79,319,319,319
530,2020-12-12,MD,24,232172,5100,7951,7819,8083,81.08,76.86,85.31,9806,9644,9968,1981,1946,2016,20.2,18.04,22.36,9806,9644,9968,1037,1025,1049,81.33,78.14,84.52,1275,1258,1292
531,2020-12-12,MA,25,285725,11307,11662,11662,11662,77.47,77.47,77.47,15053,15053,15053,1555,1555,1555,10.33,10.33,10.33,15053,15053,15053,1065,1065,1065,73.2,73.2,73.2,1455,1455,1455
532,2020-12-12,MI,26,464368,11186,15462,15271,15653,75.3,73.15,77.45,20534,20512,20556,3672,3668,3675,17.88,17.76,18.0,20534,20512,20556,2182,2179,2184,83.68,83.34,84.02,2607,2603,2611
533,2020-12-12,MN,27,375457,4418,7176,7169,7183,73.23,73.03,73.43,9799,9792,9806,1507,1506,1508,15.38,15.3,15.46,9799,9792,9806,774,774,774,80.04,80.04,80.04,967,967,967
534,2020-12-12,MS,28,177947,4180,5101,5096,5106,64.37,64.15,64.6,7924,7916,7932,1256,1248,1264,15.85,15.32,16.38,7924,7916,7932,705,705,705,81.98,81.98,81.98,860,860,860
535,2020-12-12,MO,29,360623,4754,11094,11094,11094,75.39,75.39,75.39,14716,14716,14716,2499,2498,2500,16.98,16.98,16.98,14716,14716,14716,1534,1534,1534,83.96,83.96,83.96,1827,1827,1827
536,2020-12-12,MT,30,72659,816,1850,1850,1850,65.42,65.42,65.42,2828,2828,2828,358,358,358,12.66,12.66,12.66,2828,2828,2828,167,167,167,74.89,74.89,74.89,223,223,223
537,2020-12-12,NE,31,148467,1395,3206,3162,3249,66.53,66.53,66.53,4818,4818,4818,728,728,728,15.37,15.37,15.37,4818,4818,4818,395,395,395,69.66,69.66,69.66,567,567,567
538,2020-12-12,NV,32,184527,2530,6069,6069,6069,81.61,81.61,81.61,7437,7437,7437,1893,1878,1908,26.06,26.06,26.06,7437,7437,7437,812,812,812,89.23,89.23,89.23,910,910,910
539,2020-12-12,NH,33,30244,600,1934,1934,1934,69.79,69.79,69.79,2771,2771,2771,257,257,257,9.27,9.27,9.27,2771,2771,2771,185,185,185,64.01,64.01,64.01,289,289,289
540,2020-12-12,NJ,34,398364,17732,14512,14495,14530,73.73,73.3,74.16,19684,19641,19727,3717,3711,3723,18.88,18.65,19.12,19684,19641,19727,1603,1601,1605,65.7,65.38,66.01,2440,2437,2443
541,2020-12-12,NM,35,118358,1913,2738,2738,2738,71.62,71.62,71.62,3823,3823,3823,815,815,815,21.32,21.32,21.32,3823,3823,3823,415,415,415,101.72,101.72,101.72,408,408,408
542,2020-12-12,NY,36,770804,35074,33669,33625,33713,71.76,71.34,72.19,46917,46816,47018,6278,6263,6293,13.38,13.15,13.61,46917,46816,47018,3476,3472,3481,60.39,60.1,60.67,5757,5749,5765
543,2020-12-12,NC,37,430325,5831,16197,16197,16197,75.75,75.75,75.75,21382,21382,21382,2704,2573,2836,13.18,13.18,13.18,21382,21382,21382,2050,2050,2050,82.3,82.3,82.3,2491,2491,2491
544,2020-12-12,ND,38,87596,1158,1501,1501,1501,73.4,73.4,73.4,2045,2045,2045,331,331,331,16.19,16.19,16.19,2045,2045,2045,122,122,122,59.22,59.22,59.22,206,206,206
545,2020-12-12,OH,39,553461,7477,20224,20224,20224,67.58,67.58,67.58,29924,29924,29924,5254,5225,5282,17.59,17.59,17.59,29924,29924,29924,3151,3150,3152,77.36,77.36,77.36,4073,4073,4073
546,2020-12-12,OK,40,233336,2042,6529,6522,6535,69.19,68.91,69.46,9436,9424,9448,1606,1600,1611,17.27,16.98,17.57,9436,9424,9448,957,949,965,87.72,85.63,89.81,1091,1083,1099
547,2020-12-12,OR,41,92839,1155,4772,4772,4772,74.93,74.93,74.93,6369,6369,6369,669,669,669,10.5,10.5,10.5,6369,6369,6369,537,535,539,68.76,68.76,68.76,781,781,781
548,2020-12-12,PA,42,485901,12489,24557,24555,24560,76.64,76.4,76.89,32042,31997,32087,6630,6630,6630,20.92,20.79,21.04,32042,31997,32087,3269,3268,3269,81.19,81.11,81.27,4026,4024,4027
549,2020-12-12,RI,44,70818,1509,2028,1827,2229,86.15,61.67,110.63,2354,2149,2559,504,504,504,21.41,21.41,21.41,2354,2149,2559,146,146,146,90.12,90.12,90.12,162,162,162
550,2020-12-12,SC,45,248798,4685,7661,7661,7661,78.99,78.99,78.99,9699,9699,9699,1215,1215,1215,12.53,12.53,12.53,9699,9699,9699,1017,1017,1017,80.4,80.4,80.4,1265,1265,1265
551,2020-12-12,SD,46,90407,1243,1400,1399,1401,58.9,58.9,58.9,2377,2377,2377,408,407,409,17.16,17.16,17.16,2377,2377,2377,161,160,162,66.26,66.26,66.26,243,243,243
552,2020-12-12,TN,47,432246,5344,12325,12325,12325,74.5,74.5,74.5,16543,16543,16543,2773,2771,2775,17.3,17.3,17.3,16543,16543,16543,1879,1879,1879,87.07,87.07,87.07,2158,2158,2158
553,2020-12-12,TX,48,1473318,24400,48397,48094,48700,75.77,74.38,77.17,63888,63564,64213,9715,9695,9736,15.24,14.81,15.67,63888,63564,64213,6564,6548,6579,90.15,89.69,90.61,7281,7276,7285
554,2020-12-12,UT,49,231821,1039,3087,3087,3087,59.13,59.13,59.13,5221,5221,5221,552,551,552,10.56,10.56,10.56,5221,5221,5221,521,521,521,79.3,79.3,79.3,657,657,657
555,2020-12-12,VT,50,5626,95,695,695,695,59.15,59.15,59.15,1175,1175,1175,23,22,24,1.96,1.96,1.96,1175,1175,1175,61,61,61,58.65,58.65,58.65,104,104,104
556,2020-12-12,VA,51,278615,4409,11455,11455,11455,67.05,67.05,67.05,17085,17085,17085,2074,2074,2075,12.14,12.14,12.14,17085,17085,17085,1401,1401,1401,70.61,70.61,70.61,1984,1984,1984
557,2020-12-12,WA,53,207399,3043,8342,8342,8342,66.61,66.61,66.61,12524,12524,12524,1109,1109,1109,8.85,8.85,8.85,12524,12524,12524,946,946,946,71.83,71.83,71.83,1317,1317,1317
558,2020-12-12,WV,54,62151,966,3848,3848,3848,76.35,76.35,76.35,5040,5040,5040,755,754,756,14.98,14.98,14.98,5040,5040,5040,495,495,495,81.15,81.15,81.15,610,610,610
559,2020-12-12,WI,55,465991,4329,7951,7948,7954,64.52,64.52,64.52,12324,12324,12324,1572,1571,1573,13.04,13.04,13.04,12324,12324,12324,1041,1041,1041,64.62,64.62,64.62,1611,1611,1611
560,2020-12-12,WY,56,38907,321,634,634,634,44.62,44.62,44.62,1421,1398,1444,196,196,196,13.9,13.9,13.9,1421,1398,1444,54,54,54,42.52,42.52,42.52,127,127,127
561,2020-12-13,AL,1,295631,4102,10350,10184,10517,73.96,70.04,77.88,13995,13770,14220,2370,2363,2378,16.94,15.59,18.29,13995,13770,14220,1266,1253,1278,88.25,85.78,90.72,1434,1421,1447
562,2020-12-13,AK,2,40934,169,834,834,834,58.49,58.49,58.49,1426,1426,1426,131,131,131,9.19,9.19,9.19,1426,1426,1426,96,96,96,73.28,73.28,73.28,131,131,131
563,2020-12-13,AZ,4,408646,7357,10460,10447,10474,75.48,75.16,75.8,13859,13840,13878,3694,3691,3697,26.69,26.53,26.86,13859,13840,13878,1481,1480,1482,71.05,70.92,71.19,2084,2083,2085
564,2020-12-13,AR,5,185702,2945,5239,5228,5250,69.35,69.35,69.35,7554,7554,7554,1083,1083,1083,14.34,14.34,14.34,7554,7554,7554,801,801,801,79.62,79.62,79.62,1006,1006,1006
565,2020-12-13,CA,6,1590670,21043,47412,47357,47467,76.0,75.65,76.35,62385,62283,62487,14474,14464,14484,23.2,23.03,23.37,62385,62283,62487,6314,6311,6317,84.23,84.1,84.37,7496,7492,7500
566,2020-12-13,CO,8,289679,3982,6660,6657,6663,65.14,65.14,65.14,10225,10225,10225,1637,1637,1637,16.01,16.01,16.01,10225,10225,10225,1022,1004,1040,68.45,68.45,68.45,1493,1493,1493
567,2020-12-13,CT,9,146761,5363,5945,5945,5945,73.12,73.12,73.12,8131,8131,8131,1428,1428,1428,17.56,17.56,17.56,8131,8131,8131,645,645,645,57.9,57.9,57.9,1114,1114,1114
568,2020-12-13,DE,10,45460,816,1715,1715,1715,67.71,67.71,67.71,2533,2533,2533,413,413,413,16.3,16.3,16.3,2533,2533,2533,151,151,151,84.83,84.83,84.83,178,178,178
569,2020-12-13,DC,11,24874,715,2430,2430,2430,84.23,84.23,84.23,2885,2885,2885,294,294,294,10.19,10.19,10.19,2885,2885,2885,278,278,278,81.52,81.52,81.52,341,341,341
570,2020-12-13,FL,12,1125923,19865,39160,39160,39160,76.3,76.3,76.3,51325,51325,51325,5286,5285,5286,10.49,10.49,10.49,51325,51325,51325,4988,4988,4988,79.59,79.59,79.59,6267,6267,6267
571,2020-12-13,GA,13,523580,9781,15041,15041,15041,79.53,79.53,79.53,18912,18912,18912,3240,3240,3240,17.13,17.13,17.13,18912,18912,18912,2303,2303,2303,88.14,88.14,88.14,2613,2613,2613
572,2020-12-13,HI,15,19302,272,1674,1667,1680,67.65,66.3,69.0,2474,2456,2492,73,71,76,2.96,1.7,4.23,2474,2456,2492,147,146,147,65.48,64.06,66.9,224,222,226
573,2020-12-13,ID,16,121243,1179,1724,1724,1724,55.52,55.52,55.52,3105,3105,3105,440,439,440,14.15,14.15,14.15,3105,3105,3105,216,216,216,73.72,73.72,73.72,293,293,293
574,2020-12-13,IL,17,850412,15340,19482,19427,19536,67.79,67.11,68.47,28739,28652,28826,5056,5036,5077,17.59,17.17,18.02,28739,28652,28826,2409,2402,2416,68.65,68.03,69.27,3509,3500,3518
575,2020-12-13,IN,18,428275,6805,10920,10920,10920,66.5,66.5,66.5,16422,16422,16422,3030,3030,3030,18.45,18.45,18.45,16422,16422,16422,1638,1637,1639,76.15,76.15,76.15,2151,2151,2151
576,2020-12-13,IA,19,256249,3209,4510,4510,4510,56.5,56.5,56.5,7982,7982,7982,765,763,767,9.71,9.71,9.71,7982,7982,7982,458,457,459,66.67,66.67,66.67,687,687,687
577,2020-12-13,KS,20,188660,2072,4582,4582,4582,58.75,58.75,58.75,7799,7799,7799,1125,1125,1125,14.42,14.42,14.42,7799,7799,7799,643,643,643,79.19,79.19,79.19,812,812,812
578,2020-12-13,KY,21,226604,2453,7157,7157,7157,59.36,59.36,59.36,12057,12057,12057,1732,1732,1732,14.37,14.37,14.37,12057,12057,12057,1196,1195,1196,72.54,72.54,72.54,1648,1648,1648
579,2020-12-13,LA,22,268613,6818,8544,8540,8547,67.74,67.74,67.74,12613,12613,12613,1353,1353,1353,10.92,10.92,10.92,12613,12613,12613,1338,1338,1338,75.47,75.47,75.47,1773,1773,1773
580,2020-12-13,ME,23,15923,257,1869,1866,1872,65.4,65.4,65.4,2858,2858,2858,230,229,231,8.05,8.05,8.05,2858,2858,2858,239,239,239,73.99,73.99,73.99,323,323,323
581,2020-12-13,MD,24,234975,5117,7733,7597,7869,80.83,80.83,80.83,9567,9400,9734,2046,2010,2082,21.39,21.39,21.39,9567,9400,9734,988,976,1000,79.87,79.87,79.87,1237,1220,1254
582,2020-12-13,MA,25,290578,11349,11329,11329,11329,75.68,75.68,75.68,14969,14969,14969,1632,1631,1632,10.9,10.9,10.9,14969,14969,14969,1014,1014,1014,70.12,70.12,70.12,1446,1446,1446
583,2020-12-13,MI,26,464606,11186,15240,15240,15240,74.49,74.49,74.49,20460,20460,20460,3732,3731,3734,18.24,18.24,18.24,20460,20460,20460,2128,2128,2128,82.71,82.71,82.71,2573,2573,2573
584,2020-12-13,MN,27,378882,4503,6641,6636,6646,68.96,68.79,69.13,9630,9624,9636,1491,1490,1492,15.48,15.42,15.55,9630,9624,9636,730,730,730,75.88,75.88,75.88,962,962,962
585,2020-12-13,MS,28,179447,4199,4934,4849,5018,62.25,58.9,65.61,7925,7825,8025,1262,1248,1275,15.92,14.59,17.24,7925,7825,8025,694,684,705,82.19,78.04,86.34,845,831,859
586,2020-12-13,MO,29,363246,4761,10690,10690,10690,74.0,74.0,74.0,14445,14438,14452,2461,2459,2463,17.04,16.97,17.1,14445,14438,14452,1523,1521,1525,83.32,83.05,83.58,1828,1826,1830
587,2020-12-13,MT,30,73303,818,1794,1794,1794,63.68,63.68,63.68,2817,2817,2817,350,350,350,12.42,12.42,12.42,2817,2817,2817,149,145,153,66.22,66.22,66.22,225,225,225
588,2020-12-13,NE,31,149695,1399,3005,3000,3010,63.26,62.98,63.55,4750,4748,4752,702,691,713,15.03,13.81,16.25,4750,4748,4752,379,379,379,67.32,67.32,67.32,563,563,563
589,2020-12-13,NV,32,187502,2545,5976,5879,6073,80.68,80.68,80.68,7407,7407,7407,2010,1995,2024,27.79,27.79,27.79,7407,7407,7407,791,791,791,85.79,85.79,85.79,922,922,922
590,2020-12-13,NH,33,30956,603,1881,1881,1881,67.91,67.91,67.91,2770,2770,2770,260,260,260,9.39,9.39,9.39,2770,2770,2770,168,168,168,59.57,59.57,59.57,282,282,282
591,2020-12-13,NJ,34,402518,17751,14298,14298,14298,72.93,72.93,72.93,19606,19606,19606,3744,3744,3744,19.1,19.1,19.1,19606,19606,19606,1590,1590,1590,65.24,65.24,65.24,2437,2437,2437
592,2020-12-13,NM,35,119800,1957,2734,2451,3017,81.94,81.94,81.94,3337,3337,3337,823,823,823,24.66,24.66,24.66,3337,3337,3337,363,363,363,88.54,88.54,88.54,410,410,410
593,2020-12-13,NY,36,780831,35198,33394,33354,33435,70.21,69.94,70.49,47561,47509,47613,6504,6498,6511,13.68,13.56,13.79,47561,47509,47613,3432,3430,3434,59.38,59.23,59.52,5780,5776,5784
594,2020-12-13,NC,37,436655,5855,15927,15927,15927,74.53,74.53,74.53,21370,21370,21370,2769,2644,2894,13.5,13.5,13.5,21370,21370,21370,2007,2007,2007,80.34,80.34,80.34,2498,2498,2498
595,2020-12-13,ND,38,87877,1158,1400,1399,1401,68.03,67.8,68.25,2058,2055,2061,328,327,328,15.91,15.75,16.07,2058,2055,2061,113,113,113,54.85,54.85,54.85,206,206,206
596,2020-12-13,OH,39,562727,7492,19894,19883,19906,67.45,67.45,67.45,29493,29493,29493,5348,5320,5376,18.17,18.17,18.17,29493,29493,29493,3074,3057,3091,75.9,75.9,75.9,4050,4050,4050
597,2020-12-13,OK,40,237668,2064,6352,6348,6356,67.63,67.42,67.85,9392,9381,9403,1608,1607,1610,17.38,17.25,17.52,9392,9381,9403,974,974,974,88.47,88.47,88.47,1101,1101,1101
598,2020-12-13,OR,41,93853,1158,4578,4578,4578,70.65,70.65,70.65,6480,6480,6480,633,632,634,9.77,9.77,9.77,6480,6480,6480,509,509,509,66.19,66.19,66.19,769,769,769
599,2020-12-13,PA,42,495906,12613,24106,24097,24114,75.35,75.11,75.59,31992,31949,32035,6758,6755,6760,21.35,21.22,21.48,31992,31949,32035,3275,3273,3277,81.14,80.96,81.32,4037,4033,4040
600,2020-12-13,RI,44,70818,1509,1962,1769,2155,83.74,60.09,107.38,2343,2147,2539,495,495,495,21.13,21.13,21.13,2343,2147,2539,140,140,140,84.85,84.85,84.85,165,165,165
601,2020-12-13,SC,45,252206,4739,7439,7439,7439,77.64,77.64,77.64,9581,9581,9581,1259,1259,1259,13.14,13.14,13.14,9581,9581,9581,970,968,972,77.72,77.72,77.72,1248,1248,1248
602,2020-12-13,SD,46,91038,1259,1348,1341,1354,56.9,56.9,56.9,2368,2368,2368,407,407,407,17.19,17.19,17.19,2368,2368,2368,157,157,157,65.15,65.15,65.15,241,241,241
603,2020-12-13,TN,47,442707,5406,12038,12038,12038,73.17,73.17,73.17,16451,16451,16451,2852,2852,2852,17.87,17.87,17.87,16451,16451,16451,1826,1826,1826,85.17,85.17,85.17,2144,2144,2144
604,2020-12-13,TX,48,1480047,24501,46472,46266,46678,73.69,72.87,74.51,63080,62958,63201,9760,9755,9766,15.51,15.35,15.67,63080,62958,63201,6444,6424,6465,88.92,88.2,89.63,7248,7232,7263
605,2020-12-13,UT,49,233904,1055,2941,2941,2941,56.32,56.32,56.32,5222,5222,5222,577,577,577,11.05,11.05,11.05,5222,5222,5222,482,481,484,74.81,74.81,74.81,645,645,645
606,2020-12-13,VT,50,5753,95,685,685,685,58.3,58.3,58.3,1175,1175,1175,24,24,24,2.04,2.04,2.04,1175,1175,1175,64,64,64,61.54,61.54,61.54,104,104,104
607,2020-12-13,VA,51,281909,4411,11075,11075,11075,64.93,64.93,64.93,17056,17056,17056,2174,2173,2174,12.74,12.74,12.74,17056,17056,17056,1381,1381,1381,69.75,69.75,69.75,1980,1980,1980
608,2020-12-13,WA,53,209385,3045,8155,8155,8155,65.62,65.62,65.62,12427,12427,12427,1136,1136,1137,9.15,9.15,9.15,12427,12427,12427,970,970,970,72.23,72.23,72.23,1343,1343,1343
