date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,geocoded_state_x,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,geocoded_state_y,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied,geocoded_state
2021-04-12,NY,36,1960567,50693,34786,34785,34788,72.66,72.65,72.68,47872,47871,47874,POINT (-75.59655 42.921241),4940,4940,4940,10.32,10.31,10.32,47872,47871,47874,POINT (-75.59655 42.921241),3636,3636,3637,67.16,67.16,67.16,5415,5415,5415,POINT (-75.59655 42.921241)
2021-04-12,NC,37,941190,12320,15930,15929,15931,73.76,73.76,73.76,21598,21598,21598,POINT (-79.130883 35.52603),1049,1049,1049,4.88,4.88,4.88,21598,21598,21598,POINT (-79.130883 35.52603),1870,1862,1877,76.16,76.16,76.16,2455,2455,2455,POINT (-79.130883 35.52603)
2021-04-12,ND,38,104839,1502,1359,1348,1371,67.13,65.31,68.94,2025,2011,2039,POINT (-100.46931 47.446305),98,98,98,4.84,4.53,5.15,2025,2011,2039,POINT (-100.46931 47.446305),113,113,113,57.36,57.36,57.36,197,197,197,POINT (-100.46931 47.446305)
2021-04-12,OH,39,1041389,18827,19378,19374,19383,67.45,67.45,67.45,28730,28730,28730,POINT (-82.70936 40.415534),1858,1858,1858,6.48,6.48,6.48,28730,28730,28730,POINT (-82.70936 40.415534),2670,2669,2672,65.79,65.79,65.79,4059,4059,4059,POINT (-82.70936 40.415534)
2021-04-12,OK,40,443773,6669,6030,6029,6030,64.42,64.42,64.42,9359,9359,9359,POINT (-97.508297 35.583449),296,296,296,3.2,3.2,3.2,9359,9359,9359,POINT (-97.508297 35.583449),726,726,727,73.31,73.31,73.31,991,991,991,POINT (-97.508297 35.583449)
2021-04-12,OR,41,170937,2455,4808,4808,4808,71.38,71.38,71.38,6736,6736,6736,POINT (-120.605279 43.940449),261,261,261,3.87,3.87,3.87,6736,6736,6736,POINT (-120.605279 43.940449),504,504,504,64.04,64.04,64.04,787,787,787,POINT (-120.605279 43.940449)
2021-04-12,PA,42,1080998,25460,23176,23170,23182,80.86,80.86,80.86,28663,28663,28663,POINT (-77.838886 40.896694),2904,2897,2912,10.27,10.27,10.27,28663,28663,28663,POINT (-77.838886 40.896694),2920,2919,2921,79.65,79.65,79.65,3666,3666,3666,POINT (-77.838886 40.896694)
2021-04-12,RI,44,141097,2638,1941,1941,1941,88.39,88.39,88.39,2196,2196,2196,POINT (-71.534637 41.572574),174,174,174,7.92,7.92,7.92,2196,2196,2196,POINT (-71.534637 41.572574),125,125,125,79.62,79.62,79.62,157,157,157,POINT (-71.534637 41.572574)
2021-04-12,SC,45,563427,9276,7393,7097,7690,75.47,66.03,84.91,9796,9437,10155,POINT (-80.864614 33.878572),544,530,558,5.56,3.45,7.66,9796,9437,10155,POINT (-80.864614 33.878572),923,875,971,70.75,58.83,82.68,1305,1242,1368,POINT (-80.864614 33.878572)
2021-04-12,SD,46,119892,1947,1310,1310,1310,55.77,55.77,55.77,2349,2349,2349,POINT (-100.230491 44.43614),103,103,103,4.38,4.38,4.38,2349,2349,2349,POINT (-100.230491 44.43614),111,111,111,49.12,49.12,49.12,226,226,226,POINT (-100.230491 44.43614)
2021-04-12,TN,47,810376,11914,12305,12304,12306,70.01,70.01,70.01,17576,17576,17576,POINT (-86.343226 35.842998),880,880,880,5.13,5.13,5.13,17576,17576,17576,POINT (-86.343226 35.842998),1683,1683,1683,72.11,72.11,72.11,2334,2334,2334,POINT (-86.343226 35.842998)
2021-04-12,TX,48,2832869,49390,41511,41283,41739,69.45,68.31,70.58,59773,59533,60012,POINT (-99.317341 31.447238),3464,3460,3468,5.81,5.61,6.01,59773,59533,60012,POINT (-99.317341 31.447238),5406,5400,5413,81.36,81.06,81.65,6646,6638,6653,POINT (-99.317341 31.447238)
2021-04-12,UT,49,390350,2159,2776,2771,2780,52.35,52.35,52.35,5302,5302,5302,POINT (-111.678222 39.323779),132,132,132,2.49,2.49,2.49,5302,5302,5302,POINT (-111.678222 39.323779),336,336,336,55.26,55.26,55.26,608,608,608,POINT (-111.678222 39.323779)
2021-04-12,VT,50,21291,233,720,720,720,60.97,60.97,60.97,1181,1181,1181,POINT (-72.662695 44.075252),30,30,30,2.54,2.54,2.54,1181,1181,1181,POINT (-72.662695 44.075252),61,61,61,64.21,64.21,64.21,95,95,95,POINT (-72.662695 44.075252)
2021-04-12,VA,51,636862,10486,11137,11137,11137,68.96,68.96,68.96,16151,16151,16151,POINT (-78.666382 37.510861),1038,1037,1040,6.43,6.43,6.43,16151,16151,16151,POINT (-78.666382 37.510861),1295,1294,1296,67.69,67.56,67.83,1913,1912,1914,POINT (-78.666382 37.510861)
2021-04-12,WA,53,380554,5380,8108,8106,8109,68.5,68.5,68.5,11836,11836,11836,POINT (-120.592492 47.411715),706,706,706,5.96,5.96,5.96,11836,11836,11836,POINT (-120.592492 47.411715),851,851,851,66.85,66.85,66.85,1273,1273,1273,POINT (-120.592492 47.411715)
2021-04-12,WV,54,146462,2745,3691,3691,3691,73.94,73.94,73.94,4992,4992,4992,POINT (-80.613729 38.642579),259,257,261,5.19,5.19,5.19,4992,4992,4992,POINT (-80.613729 38.642579),440,440,440,72.97,72.97,72.97,603,603,603,POINT (-80.613729 38.642579)
2021-04-12,WI,55,646176,7384,7360,7358,7361,61.51,61.51,61.51,11965,11965,11965,POINT (-89.732969 44.639954),347,346,349,2.97,2.97,2.97,11965,11965,11965,POINT (-89.732969 44.639954),814,813,815,51.95,51.95,51.95,1567,1567,1567,POINT (-89.732969 44.639954)
2021-04-12,WY,56,56988,701,500,498,502,34.92,34.92,34.92,1432,1432,1432,POINT (-107.55145 42.999627),23,23,23,1.62,1.62,1.62,1432,1432,1432,POINT (-107.55145 42.999627),29,29,29,22.83,22.83,22.83,127,127,127,POINT (-107.55145 42.999627)
2021-04-13,AL,1,520503,10722,10299,10297,10301,73.89,73.89,73.89,13938,13938,13938,POINT (-86.844516 32.756889),402,402,402,2.88,2.88,2.88,13938,13938,13938,POINT (-86.844516 32.756889),1315,1315,1315,83.28,83.28,83.28,1579,1579,1579,POINT (-86.844516 32.756889)
2021-04-13,AK,2,64809,300,864,864,864,58.14,58.14,58.14,1486,1486,1486,POINT (-151.631889 63.631126),47,47,47,3.16,3.16,3.16,1486,1486,1486,POINT (-151.631889 63.631126),100,100,100,71.94,71.94,71.94,139,139,139,POINT (-151.631889 63.631126)
2021-04-13,AZ,4,850860,17105,9606,9604,9607,68.57,68.46,68.68,14008,13999,14017,POINT (-111.664616 34.293239),509,507,511,3.64,3.5,3.78,14008,13999,14017,POINT (-111.664616 34.293239),1061,1061,1061,49.88,49.88,49.88,2127,2127,2127,POINT (-111.664616 34.293239)
2021-04-13,AR,5,332446,5673,5325,5325,5325,68.87,68.87,68.87,7732,7732,7732,POINT (-92.439162 34.899825),200,199,200,2.58,2.58,2.58,7732,7732,7732,POINT (-92.439162 34.899825),695,695,695,68.74,68.74,68.74,1011,1011,1011,POINT (-92.439162 34.899825)
2021-04-13,CA,6,3706768,60534,43254,43203,43305,73.62,73.31,73.94,58750,58665,58834,POINT (-119.662127 37.211164),2224,2206,2242,3.79,3.47,4.1,58750,58665,58834,POINT (-119.662127 37.211164),4726,4724,4728,69.17,68.95,69.39,6832,6824,6841,POINT (-119.662127 37.211164)
2021-04-13,CO,8,484079,6306,6722,6722,6722,66.08,66.08,66.08,10173,10173,10173,POINT (-105.547832 38.998552),536,535,536,5.26,5.26,5.26,10173,10173,10173,POINT (-105.547832 38.998552),829,829,829,65.9,65.9,65.9,1258,1258,1258,POINT (-105.547832 38.998552)
2021-04-13,CT,9,325689,7974,6291,6291,6291,80.48,80.48,80.48,7817,7817,7817,POINT (-72.738288 41.575155),596,596,596,7.62,7.62,7.62,7817,7817,7817,POINT (-72.738288 41.575155),593,593,593,57.24,57.24,57.24,1036,1036,1036,POINT (-72.738288 41.575155)
2021-04-13,DE,10,99135,1587,1942,1942,1942,74.07,74.07,74.07,2622,2622,2622,POINT (-75.452394 38.994926),206,206,206,7.86,7.86,7.86,2622,2622,2622,POINT (-75.452394 38.994926),151,151,151,81.18,81.18,81.18,186,186,186,POINT (-75.452394 38.994926)
2021-04-13,DC,11,46016,1085,2120,2120,2120,77.71,77.71,77.71,2728,2728,2728,POINT (-77.016275 38.904785),184,184,184,6.74,6.74,6.74,2728,2728,2728,POINT (-77.016275 38.904785),258,258,258,81.13,81.13,81.13,318,318,318,POINT (-77.016275 38.904785)
2021-04-13,FL,12,2134906,34119,42039,42039,42039,80.0,80.0,80.0,52548,52538,52558,POINT (-82.420978 28.260731),3715,3715,3715,7.2,7.2,7.2,52548,52538,52558,POINT (-82.420978 28.260731),5073,5073,5073,78.49,78.49,78.49,6463,6463,6463,POINT (-82.420978 28.260731)
2021-04-13,GA,13,1052708,18944,14996,14771,15221,79.33,79.33,79.33,19233,19233,19233,POINT (-83.426574 32.638481),1447,1446,1448,7.52,7.52,7.52,19233,19233,19233,POINT (-83.426574 32.638481),2146,2146,2147,77.18,77.18,77.18,2781,2781,2781,POINT (-83.426574 32.638481)
2021-04-13,HI,15,31175,468,1776,1776,1776,71.1,71.1,71.1,2498,2498,2498,POINT (-157.854309 21.361013),56,56,56,2.24,2.24,2.24,2498,2498,2498,POINT (-157.854309 21.361013),152,152,152,68.47,68.47,68.47,222,222,222,POINT (-157.854309 21.361013)
2021-04-13,ID,16,184119,2002,1862,1862,1862,57.49,57.49,57.49,3239,3239,3239,POINT (-114.659366 44.389073),153,153,153,4.72,4.72,4.72,3239,3239,3239,POINT (-114.659366 44.389073),180,179,181,60.81,60.81,60.81,296,296,296,POINT (-114.659366 44.389073)
2021-04-13,IL,17,1288969,23826,20328,20328,20328,70.86,70.86,70.86,28689,28689,28689,POINT (-89.148632 40.124144),2112,2111,2114,7.36,7.36,7.36,28689,28689,28689,POINT (-89.148632 40.124144),2270,2268,2271,66.26,66.26,66.26,3425,3425,3425,POINT (-89.148632 40.124144)
2021-04-13,IN,18,704072,13167,10939,10939,10939,64.79,64.79,64.79,16884,16884,16884,POINT (-86.2818 39.919991),866,863,868,5.13,5.13,5.13,16884,16884,16884,POINT (-86.2818 39.919991),1572,1572,1572,71.72,71.72,71.72,2192,2192,2192,POINT (-86.2818 39.919991)
2021-04-13,IA,19,357739,5858,4872,4871,4874,63.5,63.22,63.79,7673,7660,7686,POINT (-93.500061 42.074659),232,231,233,3.06,2.94,3.18,7673,7660,7686,POINT (-93.500061 42.074659),442,440,444,66.57,66.57,66.57,664,664,664,POINT (-93.500061 42.074659)
2021-04-13,KS,20,306998,4930,4513,4513,4513,57.76,57.76,57.76,7814,7810,7818,POINT (-98.38018 38.484729),171,171,171,2.19,2.19,2.19,7814,7810,7818,POINT (-98.38018 38.484729),559,559,559,70.85,70.85,70.85,789,789,789,POINT (-98.38018 38.484729)
2021-04-13,KY,21,437685,6358,7187,7187,7187,58.41,58.41,58.41,12304,12304,12304,POINT (-85.290484 37.526683),427,427,427,3.47,3.47,3.47,12304,12304,12304,POINT (-85.290484 37.526683),1055,1055,1055,59.94,59.94,59.94,1760,1760,1760,POINT (-85.290484 37.526683)
2021-04-13,LA,22,450279,10255,8564,8562,8566,67.9,67.9,67.9,12612,12612,12612,POINT (-91.840238 30.921314),288,286,290,2.32,2.32,2.32,12612,12612,12612,POINT (-91.840238 30.921314),1125,1125,1125,64.66,64.66,64.66,1740,1740,1740,POINT (-91.840238 30.921314)
2021-04-13,ME,23,54827,753,1988,1988,1988,69.27,69.27,69.27,2870,2870,2870,POINT (-69.06137 45.117911),124,124,124,4.32,4.32,4.32,2870,2870,2870,POINT (-69.06137 45.117911),226,226,227,70.56,70.56,70.56,321,321,321,POINT (-69.06137 45.117911)
2021-04-13,MD,24,428985,8484,8331,8331,8331,86.97,86.97,86.97,9579,9579,9579,POINT (-76.687282 38.946466),1480,1479,1481,15.45,15.45,15.45,9579,9579,9579,POINT (-76.687282 38.946466),1030,1030,1030,76.81,76.81,76.81,1341,1337,1345,POINT (-76.687282 38.946466)
2021-04-13,MA,25,662699,17413,13815,13815,13815,82.49,82.49,82.49,16747,16747,16747,POINT (-71.481104 42.151077),658,658,658,3.93,3.93,3.93,16747,16747,16747,POINT (-71.481104 42.151077),1031,1031,1031,74.87,74.87,74.87,1377,1377,1377,POINT (-71.481104 42.151077)
2021-04-13,MI,26,840729,17648,17436,17436,17436,82.99,82.99,82.99,21010,21010,21010,POINT (-85.730977 44.874798),4213,4213,4213,20.05,20.05,20.05,21010,21010,21010,POINT (-85.730977 44.874798),2186,2186,2186,84.24,84.24,84.24,2595,2595,2595,POINT (-85.730977 44.874798)
2021-04-13,MN,27,545482,7040,7481,7480,7482,77.35,77.35,77.35,9672,9672,9672,POINT (-94.198308 46.349153),775,774,776,8.01,8.01,8.01,9672,9672,9672,POINT (-94.198308 46.349153),687,687,687,74.43,74.43,74.43,923,923,923,POINT (-94.198308 46.349153)
2021-04-13,MS,28,307836,7119,4857,4857,4857,61.71,61.71,61.71,7871,7871,7871,POINT (-89.65344 32.713378),236,234,237,2.99,2.99,2.99,7871,7871,7871,POINT (-89.65344 32.713378),598,598,598,72.84,72.84,72.84,821,821,821,POINT (-89.65344 32.713378)
2021-04-13,MO,29,596651,9077,11165,11164,11166,77.82,77.82,77.82,14348,14348,14348,POINT (-92.477244 38.3675),802,802,802,5.59,5.59,5.59,14348,14348,14348,POINT (-92.477244 38.3675),1333,1333,1333,80.06,80.06,80.06,1665,1665,1665,POINT (-92.477244 38.3675)
2021-04-13,MT,30,106536,1526,1750,1750,1750,61.27,61.27,61.27,2856,2856,2856,POINT (-109.645127 47.033521),52,52,52,1.82,1.82,1.82,2856,2856,2856,POINT (-109.645127 47.033521),128,128,128,58.18,58.18,58.18,220,220,220,POINT (-109.645127 47.033521)
2021-04-13,NE,31,214682,2335,2670,2670,2670,66.55,66.55,66.55,4012,4012,4012,POINT (-99.810595 41.527099),188,187,188,4.77,4.77,4.77,4012,4012,4012,POINT (-99.810595 41.527099),374,374,374,66.08,66.08,66.08,566,566,566,POINT (-99.810595 41.527099)
2021-04-13,NV,32,308755,5339,5326,5325,5328,70.3,70.3,70.3,7577,7577,7577,POINT (-114.916992 39.283294),316,316,316,4.26,4.26,4.26,7577,7577,7577,POINT (-114.916992 39.283294),610,610,610,71.01,71.01,71.01,859,859,859,POINT (-114.916992 39.283294)
2021-04-13,NH,33,89605,1257,2065,2065,2065,74.17,74.17,74.17,2784,2784,2784,POINT (-71.57139 43.680429),128,128,128,4.6,4.6,4.6,2784,2784,2784,POINT (-71.57139 43.680429),179,179,179,63.48,63.48,63.48,282,282,282,POINT (-71.57139 43.680429)
2021-04-13,NJ,34,959920,24945,14672,14672,14672,72.13,72.13,72.13,20342,20342,20342,POINT (-74.655514 40.110253),2278,2278,2278,11.2,11.2,11.2,20342,20342,20342,POINT (-74.655514 40.110253),1486,1486,1486,50.22,50.22,50.22,2959,2959,2959,POINT (-74.655514 40.110253)
2021-04-13,NM,35,194164,3990,2573,2573,2573,70.3,70.3,70.3,3660,3660,3660,POINT (-106.108388 34.421369),130,128,131,3.54,3.54,3.54,3660,3660,3660,POINT (-106.108388 34.421369),320,320,320,79.4,79.4,79.4,403,403,403,POINT (-106.108388 34.421369)
2021-04-13,NY,36,1965610,50745,35890,35889,35890,74.91,74.91,74.91,47913,47913,47913,POINT (-75.59655 42.921241),4843,4843,4843,10.11,10.11,10.11,47913,47913,47913,POINT (-75.59655 42.921241),3717,3717,3717,68.69,68.69,68.69,5411,5411,5411,POINT (-75.59655 42.921241)
2021-04-13,NC,37,942864,12335,16453,16423,16483,75.98,75.52,76.44,21655,21613,21697,POINT (-79.130883 35.52603),1103,1103,1103,5.12,5.12,5.12,21655,21613,21697,POINT (-79.130883 35.52603),1907,1900,1914,77.75,77.75,77.75,2453,2453,2453,POINT (-79.130883 35.52603)
2021-04-13,ND,38,105070,1504,1424,1411,1437,70.59,68.54,72.63,2018,2002,2034,POINT (-100.46931 47.446305),99,99,99,4.91,4.55,5.26,2018,2002,2034,POINT (-100.46931 47.446305),111,111,111,56.92,56.92,56.92,195,195,195,POINT (-100.46931 47.446305)
2021-04-13,OH,39,1043729,18917,20949,20949,20949,72.86,72.86,72.86,28752,28734,28770,POINT (-82.70936 40.415534),1875,1874,1876,6.53,6.49,6.58,28752,28734,28770,POINT (-82.70936 40.415534),2800,2798,2801,69.43,69.43,69.43,4032,4032,4032,POINT (-82.70936 40.415534)
2021-04-13,OK,40,443882,6669,6470,6470,6470,68.63,68.63,68.63,9428,9428,9428,POINT (-97.508297 35.583449),304,303,304,3.25,3.25,3.25,9428,9428,9428,POINT (-97.508297 35.583449),764,764,764,76.71,76.71,76.71,996,996,996,POINT (-97.508297 35.583449)
2021-04-13,OR,41,171404,2458,5028,5028,5028,74.16,74.16,74.16,6780,6780,6780,POINT (-120.605279 43.940449),280,280,280,4.13,4.13,4.13,6780,6780,6780,POINT (-120.605279 43.940449),508,508,509,63.8,63.8,63.8,797,797,797,POINT (-120.605279 43.940449)
2021-04-13,PA,42,1087116,25527,24400,24382,24417,84.73,84.53,84.94,28796,28772,28820,POINT (-77.838886 40.896694),2981,2973,2989,10.48,10.3,10.65,28796,28772,28820,POINT (-77.838886 40.896694),3032,3028,3035,82.02,81.07,82.98,3696,3677,3715,POINT (-77.838886 40.896694)
2021-04-13,RI,44,142774,2640,2033,2033,2033,89.44,89.44,89.44,2273,2273,2273,POINT (-71.534637 41.572574),186,186,186,8.18,8.18,8.18,2273,2273,2273,POINT (-71.534637 41.572574),128,128,128,82.58,82.58,82.58,155,155,155,POINT (-71.534637 41.572574)
2021-04-13,SC,45,564128,9289,7818,7430,8207,79.29,67.02,91.55,9861,9390,10332,POINT (-80.864614 33.878572),560,541,578,5.67,2.92,8.43,9861,9390,10332,POINT (-80.864614 33.878572),971,908,1034,74.61,58.96,90.26,1301,1219,1383,POINT (-80.864614 33.878572)
2021-04-13,SD,46,120154,1947,1369,1369,1369,58.28,58.28,58.28,2349,2349,2349,POINT (-100.230491 44.43614),110,110,110,4.68,4.68,4.68,2349,2349,2349,POINT (-100.230491 44.43614),118,116,121,52.9,52.9,52.9,224,224,224,POINT (-100.230491 44.43614)
2021-04-13,TN,47,811905,11921,12261,12261,12261,69.74,69.74,69.74,17580,17580,17580,POINT (-86.343226 35.842998),848,848,848,4.94,4.94,4.94,17580,17580,17580,POINT (-86.343226 35.842998),1714,1713,1715,73.34,73.34,73.34,2337,2337,2337,POINT (-86.343226 35.842998)
2021-04-13,TX,48,2837716,49453,43928,43908,43949,72.23,72.12,72.33,60822,60799,60844,POINT (-99.317341 31.447238),3499,3497,3501,5.77,5.74,5.8,60822,60799,60844,POINT (-99.317341 31.447238),5672,5669,5674,83.76,83.62,83.89,6772,6767,6776,POINT (-99.317341 31.447238)
2021-04-13,UT,49,390708,2161,3080,3080,3080,58.08,58.08,58.08,5303,5303,5303,POINT (-111.678222 39.323779),148,148,148,2.79,2.79,2.79,5303,5303,5303,POINT (-111.678222 39.323779),375,375,375,61.78,61.78,61.78,607,607,607,POINT (-111.678222 39.323779)
2021-04-13,VT,50,21388,233,758,758,758,64.18,64.18,64.18,1181,1181,1181,POINT (-72.662695 44.075252),30,30,30,2.54,2.54,2.54,1181,1181,1181,POINT (-72.662695 44.075252),67,67,67,70.53,70.53,70.53,95,95,95,POINT (-72.662695 44.075252)
2021-04-13,VA,51,638910,10506,11820,11820,11820,73.35,73.35,73.35,16114,16114,16114,POINT (-78.666382 37.510861),1002,1001,1003,6.22,6.22,6.22,16114,16114,16114,POINT (-78.666382 37.510861),1336,1333,1338,70.29,70.29,70.29,1900,1900,1900,POINT (-78.666382 37.510861)
2021-04-13,WA,53,381537,5391,8510,8510,8510,71.17,71.17,71.17,11957,11957,11957,POINT (-120.592492 47.411715),725,717,733,6.07,6.07,6.07,11957,11957,11957,POINT (-120.592492 47.411715),908,906,909,70.35,70.35,70.35,1290,1290,1290,POINT (-120.592492 47.411715)
2021-04-13,WV,54,146790,2747,3948,3948,3948,80.02,80.02,80.02,4934,4934,4934,POINT (-80.613729 38.642579),254,252,255,5.14,5.14,5.14,4934,4934,4934,POINT (-80.613729 38.642579),456,456,456,75.62,75.62,75.62,603,603,603,POINT (-80.613729 38.642579)
2021-04-13,WI,55,647301,7394,7832,7826,7838,65.2,65.2,65.2,12013,12013,12013,POINT (-89.732969 44.639954),362,360,363,3.08,3.08,3.08,12013,12013,12013,POINT (-89.732969 44.639954),874,872,875,55.6,55.6,55.6,1571,1571,1571,POINT (-89.732969 44.639954)
2021-04-13,WY,56,57070,703,538,524,553,37.55,32.55,42.55,1434,1391,1477,POINT (-107.55145 42.999627),24,23,26,1.72,0.29,3.15,1434,1391,1477,POINT (-107.55145 42.999627),36,35,37,28.35,24.87,31.82,127,124,130,POINT (-107.55145 42.999627)
2021-04-14,AL,1,520780,10728,10561,10561,10561,75.73,75.73,75.73,13946,13946,13946,POINT (-86.844516 32.756889),409,409,409,2.93,2.93,2.93,13946,13946,13946,POINT (-86.844516 32.756889),1356,1355,1357,85.77,85.77,85.77,1581,1581,1581,POINT (-86.844516 32.756889)
2021-04-14,AK,2,65008,300,924,924,924,62.43,62.43,62.43,1480,1480,1480,POINT (-151.631889 63.631126),40,40,40,2.7,2.7,2.7,1480,1480,1480,POINT (-151.631889 63.631126),97,97,97,70.8,70.8,70.8,137,137,137,POINT (-151.631889 63.631126)
2021-04-14,AZ,4,851276,17109,9730,9729,9731,69.13,69.13,69.13,14075,14075,14075,POINT (-111.664616 34.293239),533,533,533,3.79,3.79,3.79,14075,14075,14075,POINT (-111.664616 34.293239),1081,1081,1081,51.31,51.31,51.31,2107,2107,2107,POINT (-111.664616 34.293239)
2021-04-14,AR,5,332666,5680,5553,5553,5553,71.66,71.66,71.66,7749,7749,7749,POINT (-92.439162 34.899825),196,196,196,2.53,2.53,2.53,7749,7749,7749,POINT (-92.439162 34.899825),678,676,679,67.55,67.55,67.55,1003,1003,1003,POINT (-92.439162 34.899825)
2021-04-14,CA,6,3709259,60709,44627,44373,44881,74.16,73.14,75.17,60179,60088,60270,POINT (-119.662127 37.211164),2186,2183,2188,3.63,3.55,3.71,60179,60088,60270,POINT (-119.662127 37.211164),4730,4688,4772,69.34,67.4,71.28,6822,6770,6873,POINT (-119.662127 37.211164)
2021-04-14,CO,8,486277,6309,6910,6910,6910,67.93,67.93,67.93,10172,10172,10172,POINT (-105.547832 38.998552),542,542,542,5.33,5.33,5.33,10172,10172,10172,POINT (-105.547832 38.998552),874,874,874,69.92,69.92,69.92,1250,1250,1250,POINT (-105.547832 38.998552)
2021-04-14,CT,9,327298,7984,6374,6374,6374,81.52,81.52,81.52,7819,7819,7819,POINT (-72.738288 41.575155),565,564,566,7.23,7.23,7.23,7819,7819,7819,POINT (-72.738288 41.575155),613,613,613,59.17,59.17,59.17,1036,1036,1036,POINT (-72.738288 41.575155)
2021-04-14,DE,10,99515,1591,2011,2011,2011,76.81,76.81,76.81,2618,2618,2618,POINT (-75.452394 38.994926),208,208,208,7.94,7.94,7.94,2618,2618,2618,POINT (-75.452394 38.994926),156,156,156,83.87,83.87,83.87,186,186,186,POINT (-75.452394 38.994926)
2021-04-14,DC,11,46209,1088,2134,2134,2134,78.34,78.34,78.34,2724,2724,2724,POINT (-77.016275 38.904785),175,175,175,6.42,6.42,6.42,2724,2724,2724,POINT (-77.016275 38.904785),272,272,272,88.03,88.03,88.03,309,309,309,POINT (-77.016275 38.904785)
2021-04-14,FL,12,2141678,34163,42709,42709,42709,81.01,81.01,81.01,52719,52719,52719,POINT (-82.420978 28.260731),3784,3784,3784,7.31,7.31,7.31,52719,52719,52719,POINT (-82.420978 28.260731),5162,5162,5162,80.18,80.18,80.18,6438,6438,6438,POINT (-82.420978 28.260731)
2021-04-14,GA,13,1054406,18995,15648,15422,15873,81.87,81.87,81.87,19442,19442,19442,POINT (-83.426574 32.638481),1479,1478,1480,7.61,7.61,7.61,19442,19442,19442,POINT (-83.426574 32.638481),2177,2177,2177,79.02,79.02,79.02,2755,2755,2755,POINT (-83.426574 32.638481)
2021-04-14,HI,15,31242,470,1821,1821,1821,72.99,72.99,72.99,2495,2495,2495,POINT (-157.854309 21.361013),55,55,55,2.2,2.2,2.2,2495,2495,2495,POINT (-157.854309 21.361013),150,150,150,66.96,66.96,66.96,224,224,224,POINT (-157.854309 21.361013)
2021-04-14,ID,16,184427,2008,1879,1879,1879,57.92,57.92,57.92,3244,3244,3244,POINT (-114.659366 44.389073),158,158,158,4.87,4.87,4.87,3244,3244,3244,POINT (-114.659366 44.389073),200,200,200,67.57,67.57,67.57,296,296,296,POINT (-114.659366 44.389073)
2021-04-14,IL,17,1292456,23865,20784,20782,20786,72.33,72.33,72.33,28733,28733,28733,POINT (-89.148632 40.124144),2143,2142,2144,7.46,7.46,7.46,28733,28733,28733,POINT (-89.148632 40.124144),2298,2297,2299,67.15,67.15,67.15,3422,3422,3422,POINT (-89.148632 40.124144)
2021-04-14,IN,18,705268,13187,11112,11112,11112,65.72,65.72,65.72,16907,16907,16907,POINT (-86.2818 39.919991),823,823,823,4.87,4.87,4.87,16907,16907,16907,POINT (-86.2818 39.919991),1566,1566,1566,71.74,71.74,71.74,2183,2183,2183,POINT (-86.2818 39.919991)
2021-04-14,IA,19,358395,5858,4999,4999,4999,64.91,64.91,64.91,7702,7696,7708,POINT (-93.500061 42.074659),224,224,224,2.95,2.89,3.0,7702,7696,7708,POINT (-93.500061 42.074659),448,447,450,67.55,67.55,67.55,664,664,664,POINT (-93.500061 42.074659)
2021-04-14,KS,20,307622,4944,4603,4603,4603,59.0,59.0,59.0,7802,7798,7806,POINT (-98.38018 38.484729),174,174,174,2.23,2.21,2.25,7802,7798,7806,POINT (-98.38018 38.484729),578,578,578,72.61,72.61,72.61,796,796,796,POINT (-98.38018 38.484729)
2021-04-14,KY,21,438463,6380,7663,7663,7663,60.75,60.75,60.75,12613,12613,12613,POINT (-85.290484 37.526683),446,444,448,3.54,3.54,3.54,12613,12613,12613,POINT (-85.290484 37.526683),1060,1060,1060,60.23,60.23,60.23,1760,1760,1760,POINT (-85.290484 37.526683)
2021-04-14,LA,22,450673,10264,8666,8666,8666,68.55,68.55,68.55,12641,12641,12641,POINT (-91.840238 30.921314),300,300,300,2.41,2.41,2.41,12641,12641,12641,POINT (-91.840238 30.921314),1129,1129,1129,64.66,64.66,64.66,1746,1746,1746,POINT (-91.840238 30.921314)
2021-04-14,ME,23,55374,757,2025,2025,2025,70.43,70.43,70.43,2875,2875,2875,POINT (-69.06137 45.117911),121,121,121,4.21,4.21,4.21,2875,2875,2875,POINT (-69.06137 45.117911),235,235,235,73.21,73.21,73.21,321,321,321,POINT (-69.06137 45.117911)
