date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,geocoded_state_x,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,geocoded_state_y,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied,geocoded_state
2021-05-02,GA,13,1078321,19586,14443,14067,14819,74.51,69.7,79.32,19714,19347,20080,POINT (-83.426574 32.638481),1365,1355,1375,6.92,5.88,7.97,19714,19347,20080,POINT (-83.426574 32.638481),2160,2102,2217,78.84,71.97,85.72,2739,2662,2816,POINT (-83.426574 32.638481)
2021-05-02,HI,15,32989,480,1734,1734,1734,70.15,70.15,70.15,2472,2472,2472,POINT (-157.854309 21.361013),58,58,58,2.35,2.35,2.35,2472,2472,2472,POINT (-157.854309 21.361013),132,132,132,57.14,57.14,57.14,231,231,231,POINT (-157.854309 21.361013)
2021-05-02,ID,16,187728,2048,1638,1638,1638,50.6,50.6,50.6,3237,3237,3237,POINT (-114.659366 44.389073),129,129,129,3.99,3.99,3.99,3237,3237,3237,POINT (-114.659366 44.389073),186,186,186,61.79,61.79,61.79,301,301,301,POINT (-114.659366 44.389073)
2021-05-02,IL,17,1343273,24358,18769,18757,18781,65.46,65.28,65.64,28672,28646,28698,POINT (-89.148632 40.124144),1987,1986,1988,6.93,6.88,6.98,28672,28646,28698,POINT (-89.148632 40.124144),2094,2092,2095,61.18,61.01,61.34,3422,3419,3425,POINT (-89.148632 40.124144)
2021-05-02,IN,18,725964,13349,10124,9963,10284,60.06,57.0,63.12,16856,16658,17055,POINT (-86.2818 39.919991),923,900,946,5.48,4.19,6.76,16856,16658,17055,POINT (-86.2818 39.919991),1410,1387,1434,64.44,61.19,67.68,2189,2164,2214,POINT (-86.2818 39.919991)
2021-05-02,IA,19,365519,5959,4384,4382,4385,57.16,57.16,57.16,7669,7669,7669,POINT (-93.500061 42.074659),272,272,272,3.59,3.59,3.59,7669,7669,7669,POINT (-93.500061 42.074659),399,399,399,57.99,57.99,57.99,688,688,688,POINT (-93.500061 42.074659)
2021-05-02,KS,20,311218,5025,4159,4157,4161,53.19,53.19,53.19,7819,7819,7819,POINT (-98.38018 38.484729),217,217,217,2.78,2.78,2.78,7819,7819,7819,POINT (-98.38018 38.484729),514,514,514,65.31,65.31,65.31,787,787,787,POINT (-98.38018 38.484729)
2021-05-02,KY,21,448339,6634,7158,7117,7200,58.21,57.1,59.33,12297,12242,12352,POINT (-85.290484 37.526683),421,418,424,3.42,3.1,3.75,12297,12242,12352,POINT (-85.290484 37.526683),1044,1041,1047,59.32,58.52,60.12,1760,1753,1767,POINT (-85.290484 37.526683)
2021-05-02,LA,22,458581,10382,8094,8085,8103,64.28,64.28,64.28,12592,12592,12592,POINT (-91.840238 30.921314),269,264,274,2.17,2.17,2.17,12592,12592,12592,POINT (-91.840238 30.921314),1028,1028,1028,58.28,58.28,58.28,1764,1764,1764,POINT (-91.840238 30.921314)
2021-05-02,ME,23,61847,789,1943,1943,1943,67.91,67.91,67.91,2861,2861,2861,POINT (-69.06137 45.117911),138,138,138,4.82,4.82,4.82,2861,2861,2861,POINT (-69.06137 45.117911),245,245,245,77.04,77.04,77.04,318,318,318,POINT (-69.06137 45.117911)
2021-05-02,MD,24,449180,8776,7882,7882,7882,80.4,80.4,80.4,9803,9803,9803,POINT (-76.687282 38.946466),1129,1129,1129,11.52,11.52,11.52,9803,9803,9803,POINT (-76.687282 38.946466),924,924,924,72.19,72.19,72.19,1280,1280,1280,POINT (-76.687282 38.946466)
2021-05-02,MA,25,691172,17621,13198,13198,13198,79.62,79.62,79.62,16577,16577,16577,POINT (-71.481104 42.151077),476,473,479,2.87,2.87,2.87,16577,16577,16577,POINT (-71.481104 42.151077),1010,1010,1010,72.87,72.87,72.87,1386,1386,1386,POINT (-71.481104 42.151077)
2021-05-02,MI,26,939387,18883,15995,15995,15995,78.04,78.04,78.04,20495,20495,20495,POINT (-85.730977 44.874798),2978,2976,2980,14.53,14.53,14.53,20495,20495,20495,POINT (-85.730977 44.874798),2149,2138,2160,83.39,82.17,84.62,2577,2566,2588,POINT (-85.730977 44.874798)
2021-05-02,MN,27,579328,7253,7193,7193,7193,75.03,75.03,75.03,9587,9587,9587,POINT (-94.198308 46.349153),673,673,673,7.02,7.02,7.02,9587,9587,9587,POINT (-94.198308 46.349153),700,697,703,75.19,75.19,75.19,931,931,931,POINT (-94.198308 46.349153)
2021-05-02,MS,28,311900,7199,4659,4659,4659,60.31,60.31,60.31,7725,7725,7725,POINT (-89.65344 32.713378),220,218,221,2.84,2.84,2.84,7725,7725,7725,POINT (-89.65344 32.713378),553,553,553,67.94,67.94,67.94,814,814,814,POINT (-89.65344 32.713378)
2021-05-02,MO,29,602466,9253,10363,10363,10363,74.6,74.6,74.6,13892,13892,13892,POINT (-92.477244 38.3675),697,695,699,5.02,5.02,5.02,13892,13892,13892,POINT (-92.477244 38.3675),1243,1241,1245,74.99,74.99,74.99,1657,1657,1657,POINT (-92.477244 38.3675)
2021-05-02,MT,30,109106,1574,1662,1662,1662,58.3,58.3,58.3,2851,2851,2851,POINT (-109.645127 47.033521),61,61,61,2.14,2.14,2.14,2851,2851,2851,POINT (-109.645127 47.033521),146,146,146,62.93,62.93,62.93,232,232,232,POINT (-109.645127 47.033521)
2021-05-02,NE,31,220127,2366,2560,2518,2601,64.62,62.0,67.24,3961,3959,3963,POINT (-99.810595 41.527099),146,146,146,3.75,3.73,3.78,3961,3959,3963,POINT (-99.810595 41.527099),353,353,353,63.95,63.95,63.95,552,552,552,POINT (-99.810595 41.527099)
2021-05-02,NV,32,315438,5464,5098,5093,5102,67.23,67.23,67.23,7582,7582,7582,POINT (-114.916992 39.283294),360,360,360,4.85,4.85,4.85,7582,7582,7582,POINT (-114.916992 39.283294),576,558,595,67.66,67.66,67.66,852,852,852,POINT (-114.916992 39.283294)
2021-05-02,NH,33,95377,1305,1820,1820,1820,65.56,65.56,65.56,2776,2776,2776,POINT (-71.57139 43.680429),87,87,87,3.13,3.13,3.13,2776,2776,2776,POINT (-71.57139 43.680429),152,151,152,53.72,53.72,53.72,282,282,282,POINT (-71.57139 43.680429)
2021-05-02,NJ,34,1000009,25600,13236,13236,13236,65.11,65.11,65.11,20329,20329,20329,POINT (-74.655514 40.110253),1445,1445,1445,7.11,7.11,7.11,20329,20329,20329,POINT (-74.655514 40.110253),1315,1315,1315,44.43,44.43,44.43,2960,2960,2960,POINT (-74.655514 40.110253)
2021-05-02,NM,35,197733,4069,2419,2391,2446,67.2,67.2,67.2,3599,3599,3599,POINT (-106.108388 34.421369),159,158,160,4.43,4.43,4.43,3599,3599,3599,POINT (-106.108388 34.421369),290,286,295,72.44,72.44,72.44,401,401,401,POINT (-106.108388 34.421369)
2021-05-02,NY,36,2053027,51830,33102,33102,33102,69.37,69.37,69.37,47721,47721,47721,POINT (-75.59655 42.921241),3095,3093,3097,6.49,6.49,6.49,47721,47721,47721,POINT (-75.59655 42.921241),3413,3412,3414,63.25,63.25,63.25,5396,5396,5396,POINT (-75.59655 42.921241)
2021-05-02,NC,37,976985,12677,15681,15681,15681,72.93,72.93,72.93,21501,21501,21501,POINT (-79.130883 35.52603),1073,1070,1076,5.02,5.02,5.02,21501,21501,21501,POINT (-79.130883 35.52603),1880,1879,1882,77.58,77.58,77.58,2424,2424,2424,POINT (-79.130883 35.52603)
2021-05-02,ND,38,107739,1525,1411,1397,1425,70.3,67.92,72.68,2007,1986,2028,POINT (-100.46931 47.446305),106,106,106,5.28,4.78,5.78,2007,1986,2028,POINT (-100.46931 47.446305),117,117,117,57.92,57.92,57.92,202,202,202,POINT (-100.46931 47.446305)
2021-05-02,OH,39,1075004,19284,19448,19441,19454,67.74,67.74,67.74,28710,28710,28710,POINT (-82.70936 40.415534),1483,1482,1484,5.18,5.18,5.18,28710,28710,28710,POINT (-82.70936 40.415534),2678,2672,2685,65.01,64.54,65.47,4120,4113,4127,POINT (-82.70936 40.415534)
2021-05-02,OK,40,448305,6788,5853,5827,5879,63.11,62.64,63.58,9274,9223,9325,POINT (-97.508297 35.583449),262,261,263,2.86,2.77,2.95,9274,9223,9325,POINT (-97.508297 35.583449),720,720,720,72.58,72.58,72.58,992,992,992,POINT (-97.508297 35.583449)
2021-05-02,OR,41,186344,2516,4866,4815,4916,72.45,70.44,74.46,6716,6677,6755,POINT (-120.605279 43.940449),376,376,376,5.6,5.33,5.87,6716,6677,6755,POINT (-120.605279 43.940449),528,522,534,66.33,64.43,68.24,796,793,799,POINT (-120.605279 43.940449)
2021-05-02,PA,42,1161184,26327,22341,22256,22425,77.57,76.68,78.45,28802,28706,28898,POINT (-77.838886 40.896694),2534,2531,2538,8.9,8.68,9.12,28802,28706,28898,POINT (-77.838886 40.896694),2792,2792,2792,77.88,77.88,77.88,3585,3551,3619,POINT (-77.838886 40.896694)
2021-05-02,RI,44,148186,2671,1958,1856,2060,89.05,75.33,102.77,2199,2088,2311,POINT (-71.534637 41.572574),165,151,180,7.52,2.03,13.01,2199,2088,2311,POINT (-71.534637 41.572574),129,123,135,85.4,72.91,97.89,151,143,158,POINT (-71.534637 41.572574)
2021-05-02,SC,45,580273,9520,7093,6704,7481,72.76,60.3,85.21,9748,9277,10219,POINT (-80.864614 33.878572),387,369,406,3.97,1.29,6.66,9748,9277,10219,POINT (-80.864614 33.878572),837,774,900,65.47,49.46,81.48,1279,1197,1361,POINT (-80.864614 33.878572)
2021-05-02,SD,46,122660,1967,1299,1293,1305,54.95,54.95,54.95,2364,2364,2364,POINT (-100.230491 44.43614),94,94,94,3.98,3.98,3.98,2364,2364,2364,POINT (-100.230491 44.43614),123,123,123,54.91,54.91,54.91,224,224,224,POINT (-100.230491 44.43614)
2021-05-02,TN,47,832935,12100,11773,11773,11773,66.91,66.91,66.91,17596,17596,17596,POINT (-86.343226 35.842998),802,790,813,4.67,4.67,4.67,17596,17596,17596,POINT (-86.343226 35.842998),1638,1634,1643,69.78,69.78,69.78,2348,2348,2348,POINT (-86.343226 35.842998)
2021-05-02,TX,48,2897207,50470,40710,40700,40719,69.51,69.42,69.6,58568,58538,58598,POINT (-99.317341 31.447238),3089,3076,3102,5.29,5.09,5.49,58568,58538,58598,POINT (-99.317341 31.447238),5264,5257,5270,81.51,81.15,81.87,6458,6447,6468,POINT (-99.317341 31.447238)
2021-05-02,UT,49,398077,2204,2806,2804,2809,52.78,52.78,52.78,5317,5317,5317,POINT (-111.678222 39.323779),141,141,141,2.65,2.65,2.65,5317,5317,5317,POINT (-111.678222 39.323779),340,340,340,55.11,55.11,55.11,617,617,617,POINT (-111.678222 39.323779)
2021-05-02,VT,50,23126,247,725,725,725,61.75,61.75,61.75,1174,1174,1174,POINT (-72.662695 44.075252),20,20,20,1.7,1.7,1.7,1174,1174,1174,POINT (-72.662695 44.075252),59,59,59,62.77,62.77,62.77,94,94,94,POINT (-72.662695 44.075252)
2021-05-02,VA,51,661314,10791,10991,10972,11010,68.12,67.71,68.54,16134,16105,16163,POINT (-78.666382 37.510861),796,796,796,4.93,4.86,5.01,16134,16105,16163,POINT (-78.666382 37.510861),1271,1268,1274,66.37,65.95,66.79,1915,1912,1918,POINT (-78.666382 37.510861)
2021-05-02,WA,53,406659,5547,8290,8218,8363,68.33,65.88,70.78,12132,11988,12277,POINT (-120.592492 47.411715),834,817,852,6.88,5.63,8.13,12132,11988,12277,POINT (-120.592492 47.411715),878,871,884,68.42,65.97,70.87,1282,1266,1299,POINT (-120.592492 47.411715)
2021-05-02,WV,54,153918,2686,3612,3612,3612,72.81,72.81,72.81,4961,4961,4961,POINT (-80.613729 38.642579),224,224,224,4.52,4.52,4.52,4961,4961,4961,POINT (-80.613729 38.642579),434,434,435,72.18,72.18,72.18,602,602,602,POINT (-80.613729 38.642579)
2021-05-02,WI,55,661890,7567,7291,7278,7304,61.15,60.86,61.44,11923,11915,11931,POINT (-89.732969 44.639954),368,367,369,3.16,3.09,3.22,11923,11915,11931,POINT (-89.732969 44.639954),829,826,833,51.54,50.96,52.13,1609,1609,1609,POINT (-89.732969 44.639954)
2021-05-02,WY,56,58142,707,522,522,522,36.35,36.35,36.35,1436,1436,1436,POINT (-107.55145 42.999627),29,29,29,2.03,2.03,2.03,1436,1436,1436,POINT (-107.55145 42.999627),39,39,39,30.71,30.71,30.71,127,127,127,POINT (-107.55145 42.999627)
2021-05-03,AL,1,528784,10913,9883,9883,9883,70.99,70.99,70.99,13921,13921,13921,POINT (-86.844516 32.756889),448,448,448,3.22,3.22,3.22,13921,13921,13921,POINT (-86.844516 32.756889),1296,1296,1296,81.77,81.77,81.77,1585,1585,1585,POINT (-86.844516 32.756889)
2021-05-03,AK,2,67872,331,934,934,934,59.72,59.72,59.72,1564,1564,1564,POINT (-151.631889 63.631126),60,60,60,3.84,3.84,3.84,1564,1564,1564,POINT (-151.631889 63.631126),96,96,96,66.67,66.67,66.67,144,144,144,POINT (-151.631889 63.631126)
2021-05-03,AZ,4,864579,17344,8981,8975,8987,65.21,65.07,65.36,13772,13764,13780,POINT (-111.664616 34.293239),573,573,573,4.17,4.14,4.19,13772,13764,13780,POINT (-111.664616 34.293239),1015,1015,1015,46.86,46.86,46.86,2166,2166,2166,POINT (-111.664616 34.293239)
2021-05-03,AR,5,336166,5747,5001,4990,5012,65.47,65.47,65.47,7639,7639,7639,POINT (-92.439162 34.899825),199,199,199,2.61,2.61,2.61,7639,7639,7639,POINT (-92.439162 34.899825),688,688,688,69.15,69.15,69.15,995,995,995,POINT (-92.439162 34.899825)
2021-05-03,CA,6,3747125,61960,41636,41624,41647,71.74,71.74,71.74,58033,58033,58033,POINT (-119.662127 37.211164),1928,1921,1935,3.32,3.32,3.32,58033,58033,58033,POINT (-119.662127 37.211164),4498,4495,4501,66.7,66.7,66.7,6744,6744,6744,POINT (-119.662127 37.211164)
2021-05-03,CO,8,517439,6443,6484,6324,6644,63.92,58.56,69.28,10144,9914,10374,POINT (-105.547832 38.998552),713,689,737,7.03,4.88,9.17,10144,9914,10374,POINT (-105.547832 38.998552),868,851,884,68.75,63.76,73.75,1262,1232,1292,POINT (-105.547832 38.998552)
2021-05-03,CT,9,340545,8112,5957,5957,5957,76.56,76.56,76.56,7781,7781,7781,POINT (-72.738288 41.575155),400,400,400,5.14,5.14,5.14,7781,7781,7781,POINT (-72.738288 41.575155),557,557,557,54.08,54.08,54.08,1030,1030,1030,POINT (-72.738288 41.575155)
2021-05-03,DE,10,105067,1626,1791,1791,1791,69.63,69.63,69.63,2572,2572,2572,POINT (-75.452394 38.994926),148,148,148,5.75,5.75,5.75,2572,2572,2572,POINT (-75.452394 38.994926),140,140,140,80.46,80.46,80.46,174,174,174,POINT (-75.452394 38.994926)
2021-05-03,DC,11,47903,1106,2044,2044,2044,74.82,74.82,74.82,2732,2732,2732,POINT (-77.016275 38.904785),160,160,160,5.86,5.86,5.86,2732,2732,2732,POINT (-77.016275 38.904785),259,259,259,81.19,81.19,81.19,319,319,319,POINT (-77.016275 38.904785)
2021-05-03,FL,12,2245845,35306,40443,40403,40483,77.4,77.12,77.68,52252,52187,52317,POINT (-82.420978 28.260731),3671,3670,3672,7.16,7.09,7.23,52252,52187,52317,POINT (-82.420978 28.260731),4949,4920,4978,77.06,76.01,78.12,6422,6416,6428,POINT (-82.420978 28.260731)
2021-05-03,GA,13,1079178,19601,14748,14516,14980,76.88,76.88,76.88,19513,19513,19513,POINT (-83.426574 32.638481),1332,1331,1333,6.83,6.83,6.83,19513,19513,19513,POINT (-83.426574 32.638481),2102,2101,2104,76.82,76.82,76.82,2737,2737,2737,POINT (-83.426574 32.638481)
2021-05-03,HI,15,33060,481,1697,1697,1697,68.32,68.32,68.32,2484,2484,2484,POINT (-157.854309 21.361013),60,58,61,2.4,2.4,2.4,2484,2484,2484,POINT (-157.854309 21.361013),126,126,126,56.5,56.5,56.5,223,223,223,POINT (-157.854309 21.361013)
2021-05-03,ID,16,188101,2054,1763,1763,1763,54.53,54.53,54.53,3233,3233,3233,POINT (-114.659366 44.389073),124,124,124,3.84,3.84,3.84,3233,3233,3233,POINT (-114.659366 44.389073),197,197,197,65.02,65.02,65.02,303,303,303,POINT (-114.659366 44.389073)
2021-05-03,IL,17,1345483,24389,19087,19050,19124,66.53,66.1,66.96,28690,28639,28741,POINT (-89.148632 40.124144),2084,2079,2088,7.26,7.11,7.42,28690,28639,28741,POINT (-89.148632 40.124144),2150,2145,2154,62.76,62.25,63.26,3425,3417,3433,POINT (-89.148632 40.124144)
2021-05-03,IN,18,726760,13350,10236,10236,10236,60.9,60.9,60.9,16809,16809,16809,POINT (-86.2818 39.919991),948,948,948,5.64,5.64,5.64,16809,16809,16809,POINT (-86.2818 39.919991),1401,1401,1401,64.27,64.27,64.27,2180,2180,2180,POINT (-86.2818 39.919991)
2021-05-03,IA,19,365750,5959,4503,4501,4505,58.88,58.88,58.88,7648,7648,7648,POINT (-93.500061 42.074659),238,238,238,3.15,3.15,3.15,7648,7648,7648,POINT (-93.500061 42.074659),432,432,432,64.77,64.77,64.77,667,667,667,POINT (-93.500061 42.074659)
2021-05-03,KS,20,311715,5029,4304,4301,4308,54.96,54.96,54.96,7832,7832,7832,POINT (-98.38018 38.484729),238,238,238,3.04,3.04,3.04,7832,7832,7832,POINT (-98.38018 38.484729),542,542,542,69.22,69.22,69.22,783,783,783,POINT (-98.38018 38.484729)
2021-05-03,KY,21,448728,6642,6925,6876,6974,56.31,56.31,56.31,12297,12297,12297,POINT (-85.290484 37.526683),445,445,445,3.62,3.62,3.62,12297,12297,12297,POINT (-85.290484 37.526683),1020,1020,1020,57.95,57.95,57.95,1760,1760,1760,POINT (-85.290484 37.526683)
2021-05-03,LA,22,459340,10393,8235,8227,8243,65.17,65.17,65.17,12637,12637,12637,POINT (-91.840238 30.921314),285,285,285,2.29,2.29,2.29,12637,12637,12637,POINT (-91.840238 30.921314),1038,1037,1039,58.71,58.71,58.71,1768,1768,1768,POINT (-91.840238 30.921314)
2021-05-03,ME,23,62092,790,1930,1930,1930,67.89,67.89,67.89,2843,2843,2843,POINT (-69.06137 45.117911),149,149,149,5.24,5.24,5.24,2843,2843,2843,POINT (-69.06137 45.117911),247,246,248,77.19,77.19,77.19,320,320,320,POINT (-69.06137 45.117911)
2021-05-03,MD,24,449701,8797,7956,7956,7956,81.78,81.78,81.78,9728,9728,9728,POINT (-76.687282 38.946466),1145,1145,1145,11.77,11.77,11.77,9728,9728,9728,POINT (-76.687282 38.946466),919,919,919,73.64,73.64,73.64,1248,1248,1248,POINT (-76.687282 38.946466)
2021-05-03,MA,25,691735,17639,13316,13316,13316,80.01,80.01,80.01,16643,16643,16643,POINT (-71.481104 42.151077),466,466,466,2.8,2.8,2.8,16643,16643,16643,POINT (-71.481104 42.151077),1010,1010,1010,73.51,73.51,73.51,1374,1374,1374,POINT (-71.481104 42.151077)
2021-05-03,MI,26,944908,18910,16388,16388,16388,79.3,79.3,79.3,20665,20665,20665,POINT (-85.730977 44.874798),3029,3029,3029,14.66,14.66,14.66,20665,20665,20665,POINT (-85.730977 44.874798),2181,2181,2181,84.08,84.08,84.08,2594,2594,2594,POINT (-85.730977 44.874798)
2021-05-03,MN,27,580433,7256,7064,7064,7064,74.26,74.26,74.26,9513,9513,9513,POINT (-94.198308 46.349153),680,680,680,7.15,7.15,7.15,9513,9513,9513,POINT (-94.198308 46.349153),684,684,684,73.39,73.39,73.39,932,932,932,POINT (-94.198308 46.349153)
2021-05-03,MS,28,312400,7207,4800,4800,4800,61.15,61.15,61.15,7850,7850,7850,POINT (-89.65344 32.713378),238,238,238,3.03,3.03,3.03,7850,7850,7850,POINT (-89.65344 32.713378),536,536,536,64.5,64.5,64.5,831,823,839,POINT (-89.65344 32.713378)
2021-05-03,MO,29,603024,9255,10506,10506,10506,74.48,74.48,74.48,14106,14106,14106,POINT (-92.477244 38.3675),752,752,752,5.33,5.33,5.33,14106,14106,14106,POINT (-92.477244 38.3675),1232,1230,1235,74.87,74.87,74.87,1646,1646,1646,POINT (-92.477244 38.3675)
2021-05-03,MT,30,109209,1574,1679,1679,1679,58.89,58.89,58.89,2851,2851,2851,POINT (-109.645127 47.033521),68,68,68,2.39,2.39,2.39,2851,2851,2851,POINT (-109.645127 47.033521),128,128,128,58.72,58.72,58.72,218,218,218,POINT (-109.645127 47.033521)
2021-05-03,NE,31,220225,2371,2558,2556,2560,64.58,64.42,64.74,3961,3959,3963,POINT (-99.810595 41.527099),155,155,155,3.99,3.96,4.01,3961,3959,3963,POINT (-99.810595 41.527099),387,387,387,69.6,69.6,69.6,556,556,556,POINT (-99.810595 41.527099)
2021-05-03,NV,32,316239,5473,5204,5204,5204,68.67,68.67,68.67,7578,7578,7578,POINT (-114.916992 39.283294),386,386,386,5.2,5.2,5.2,7578,7578,7578,POINT (-114.916992 39.283294),590,590,590,69.41,69.41,69.41,850,850,850,POINT (-114.916992 39.283294)
2021-05-03,NH,33,95506,1305,1842,1840,1843,66.34,66.34,66.34,2776,2776,2776,POINT (-71.57139 43.680429),86,86,86,3.1,3.1,3.1,2776,2776,2776,POINT (-71.57139 43.680429),149,149,149,52.84,52.84,52.84,282,282,282,POINT (-71.57139 43.680429)
2021-05-03,NJ,34,1000992,25616,13512,13512,13512,66.53,66.53,66.53,20310,20310,20310,POINT (-74.655514 40.110253),1413,1413,1413,6.96,6.96,6.96,20310,20310,20310,POINT (-74.655514 40.110253),1303,1303,1303,43.92,43.92,43.92,2967,2967,2967,POINT (-74.655514 40.110253)
2021-05-03,NM,35,198372,4073,2490,2479,2501,69.17,66.88,71.46,3600,3553,3647,POINT (-106.108388 34.421369),156,154,158,4.33,3.55,5.11,3600,3553,3647,POINT (-106.108388 34.421369),311,309,313,78.14,75.51,80.77,398,393,403,POINT (-106.108388 34.421369)
2021-05-03,NY,36,2055467,51889,33979,33979,33979,71.16,71.16,71.16,47751,47751,47751,POINT (-75.59655 42.921241),3230,3228,3231,6.76,6.76,6.76,47751,47751,47751,POINT (-75.59655 42.921241),3414,3414,3414,63.49,63.49,63.49,5377,5377,5377,POINT (-75.59655 42.921241)
2021-05-03,NC,37,981164,12715,16140,16140,16140,74.79,74.79,74.79,21581,21581,21581,POINT (-79.130883 35.52603),1058,1058,1058,4.93,4.93,4.93,21581,21581,21581,POINT (-79.130883 35.52603),1894,1891,1898,78.0,78.0,78.0,2429,2429,2429,POINT (-79.130883 35.52603)
2021-05-03,ND,38,107794,1525,1413,1402,1424,70.79,68.96,72.62,1996,1980,2012,POINT (-100.46931 47.446305),117,117,117,5.86,5.46,6.26,1996,1980,2012,POINT (-100.46931 47.446305),123,123,123,62.44,62.44,62.44,197,197,197,POINT (-100.46931 47.446305)
2021-05-03,OH,39,1075999,19284,19743,19743,19743,68.59,68.59,68.59,28784,28774,28793,POINT (-82.70936 40.415534),1538,1538,1538,5.35,5.35,5.35,28784,28774,28793,POINT (-82.70936 40.415534),2665,2665,2665,64.81,64.81,64.81,4112,4110,4114,POINT (-82.70936 40.415534)
2021-05-03,OK,40,448872,6788,5978,5953,6002,64.06,63.9,64.22,9331,9285,9377,POINT (-97.508297 35.583449),252,251,253,2.73,2.71,2.75,9331,9285,9377,POINT (-97.508297 35.583449),760,757,763,76.31,75.72,76.89,996,996,996,POINT (-97.508297 35.583449)
2021-05-03,OR,41,186923,2518,4858,4824,4891,71.61,70.02,73.2,6783,6739,6827,POINT (-120.605279 43.940449),408,407,408,6.01,5.69,6.33,6783,6739,6827,POINT (-120.605279 43.940449),505,505,505,62.97,62.27,63.67,802,798,806,POINT (-120.605279 43.940449)
2021-05-03,PA,42,1163552,26330,22618,22506,22730,79.92,78.6,81.24,28301,28146,28456,POINT (-77.838886 40.896694),2519,2508,2530,9.01,8.58,9.43,28301,28146,28456,POINT (-77.838886 40.896694),2820,2795,2845,79.93,77.71,82.15,3528,3479,3577,POINT (-77.838886 40.896694)
2021-05-03,RI,44,148669,2678,1960,1960,1960,88.65,88.65,88.65,2211,2211,2211,POINT (-71.534637 41.572574),165,165,165,7.46,7.46,7.46,2211,2211,2211,POINT (-71.534637 41.572574),127,127,127,84.67,84.67,84.67,150,150,150,POINT (-71.534637 41.572574)
2021-05-03,SC,45,580794,9524,7303,7006,7599,74.58,65.13,84.03,9792,9433,10151,POINT (-80.864614 33.878572),373,359,387,3.81,1.77,5.85,9792,9433,10151,POINT (-80.864614 33.878572),857,809,905,66.61,54.47,78.75,1286,1223,1349,POINT (-80.864614 33.878572)
2021-05-03,SD,46,122745,1970,1365,1363,1367,57.74,57.74,57.74,2364,2364,2364,POINT (-100.230491 44.43614),97,97,97,4.1,4.1,4.1,2364,2364,2364,POINT (-100.230491 44.43614),131,131,131,57.71,57.71,57.71,227,227,227,POINT (-100.230491 44.43614)
2021-05-03,TN,47,834739,12108,11917,11917,11917,67.6,67.6,67.6,17629,17629,17629,POINT (-86.343226 35.842998),805,804,806,4.68,4.68,4.68,17629,17629,17629,POINT (-86.343226 35.842998),1666,1663,1668,70.69,70.69,70.69,2356,2356,2356,POINT (-86.343226 35.842998)
2021-05-03,TX,48,2901418,50484,41112,41098,41126,69.89,69.8,69.98,58824,58800,58848,POINT (-99.317341 31.447238),3114,3102,3125,5.31,5.14,5.47,58824,58800,58848,POINT (-99.317341 31.447238),5267,5267,5267,81.84,81.84,81.84,6436,6436,6436,POINT (-99.317341 31.447238)
2021-05-03,UT,49,398305,2204,2786,2783,2789,52.36,52.36,52.36,5321,5321,5321,POINT (-111.678222 39.323779),146,146,147,2.75,2.75,2.75,5321,5321,5321,POINT (-111.678222 39.323779),356,356,356,57.61,57.61,57.61,618,618,618,POINT (-111.678222 39.323779)
2021-05-03,VT,50,23158,248,718,718,718,61.16,61.16,61.16,1174,1174,1174,POINT (-72.662695 44.075252),16,16,16,1.36,1.36,1.36,1174,1174,1174,POINT (-72.662695 44.075252),57,57,57,60.64,60.64,60.64,94,94,94,POINT (-72.662695 44.075252)
2021-05-03,VA,51,661925,10807,11315,11290,11340,70.07,69.53,70.61,16148,16111,16185,POINT (-78.666382 37.510861),797,797,797,4.94,4.83,5.04,16148,16111,16185,POINT (-78.666382 37.510861),1290,1288,1292,67.19,66.74,67.64,1920,1916,1924,POINT (-78.666382 37.510861)
2021-05-03,WA,53,409151,5555,8357,8356,8358,70.16,70.03,70.3,11911,11901,11921,POINT (-120.592492 47.411715),844,843,844,7.08,7.03,7.13,11911,11901,11921,POINT (-120.592492 47.411715),886,886,886,72.39,72.39,72.39,1224,1224,1224,POINT (-120.592492 47.411715)
2021-05-03,WV,54,154207,2686,3646,3566,3726,73.85,68.32,79.38,4937,4821,5053,POINT (-80.613729 38.642579),250,241,259,5.06,3.09,7.03,4937,4821,5053,POINT (-80.613729 38.642579),454,444,465,75.5,70.24,80.76,602,590,614,POINT (-80.613729 38.642579)
